image_path,label
data/train/heros/Aayla_Secura/000051.jpg,hero
data/train/heros/Aayla_Secura/000038.jpg,hero
data/train/heros/Aayla_Secura/000045.jpg,hero
data/train/heros/Aayla_Secura/000006.jpg,hero
data/train/heros/Aayla_Secura/000032.jpg,hero
data/train/heros/Aayla_Secura/000005.jpg,hero
data/train/heros/Aayla_Secura/000041.jpg,hero
data/train/heros/Aayla_Secura/000052.jpg,hero
data/train/heros/Aayla_Secura/000013.jpg,hero
data/train/heros/Aayla_Secura/000019.jpg,hero
data/train/heros/Aayla_Secura/000031.jpg,hero
data/train/heros/Aayla_Secura/000053.jpg,hero
data/train/heros/Aayla_Secura/000037.jpg,hero
data/train/heros/Aayla_Secura/000011.jpg,hero
data/train/heros/Aayla_Secura/000002.jpg,hero
data/train/heros/Aayla_Secura/000023.jpg,hero
data/train/heros/Aayla_Secura/000055.jpg,hero
data/train/heros/Aayla_Secura/000042.jpg,hero
data/train/heros/Aayla_Secura/000008.jpg,hero
data/train/heros/Aayla_Secura/000034.jpg,hero
data/train/heros/Aayla_Secura/000044.jpg,hero
data/train/heros/Aayla_Secura/000012.jpg,hero
data/train/heros/Aayla_Secura/000001.jpg,hero
data/train/heros/Aayla_Secura/000026.jpg,hero
data/train/heros/Aayla_Secura/000007.jpg,hero
data/train/heros/Aayla_Secura/000046.jpg,hero
data/train/heros/Aayla_Secura/000056.jpg,hero
data/train/heros/Aayla_Secura/000027.jpg,hero
data/train/heros/Aayla_Secura/000050.jpg,hero
data/train/heros/Aayla_Secura/000058.jpg,hero
data/train/heros/Aayla_Secura/000028.jpg,hero
data/train/heros/Aayla_Secura/000024.jpg,hero
data/train/heros/Aayla_Secura/000035.jpg,hero
data/train/heros/Aayla_Secura/000033.jpg,hero
data/train/heros/Aayla_Secura/000018.jpg,hero
data/train/heros/Aayla_Secura/000054.jpg,hero
data/train/heros/Aayla_Secura/000003.jpg,hero
data/train/heros/Aayla_Secura/000039.jpg,hero
data/train/heros/Aayla_Secura/000021.jpg,hero
data/train/heros/Aayla_Secura/000057.jpg,hero
data/train/heros/Aayla_Secura/000048.jpg,hero
data/train/heros/Aayla_Secura/000004.jpg,hero
data/train/heros/Aayla_Secura/000025.jpg,hero
data/train/heros/Aayla_Secura/000015.jpg,hero
data/train/heros/Aayla_Secura/000017.jpg,hero
data/train/heros/Aayla_Secura/000059.jpg,hero
data/train/heros/Aayla_Secura/000036.jpg,hero
data/train/heros/Admiral_Ackbar/000005.jpg,hero
data/train/heros/Admiral_Ackbar/000003.jpg,hero
data/train/heros/Admiral_Ackbar/000021.jpg,hero
data/train/heros/Admiral_Ackbar/000001.jpg,hero
data/train/heros/Admiral_Ackbar/000011.jpg,hero
data/train/heros/Admiral_Ackbar/000043.jpg,hero
data/train/heros/Admiral_Ackbar/000041.jpg,hero
data/train/heros/Admiral_Ackbar/000010.jpg,hero
data/train/heros/Admiral_Ackbar/000046.jpg,hero
data/train/heros/Admiral_Ackbar/000038.jpg,hero
data/train/heros/Admiral_Ackbar/000025.jpg,hero
data/train/heros/Admiral_Ackbar/000028.jpg,hero
data/train/heros/Admiral_Ackbar/000039.jpg,hero
data/train/heros/Admiral_Ackbar/000007.jpg,hero
data/train/heros/Admiral_Ackbar/000009.jpg,hero
data/train/heros/Admiral_Ackbar/000014.jpg,hero
data/train/heros/Admiral_Ackbar/000027.jpg,hero
data/train/heros/Admiral_Ackbar/000017.jpg,hero
data/train/heros/Admiral_Ackbar/000024.jpg,hero
data/train/heros/Admiral_Ackbar/000013.jpg,hero
data/train/heros/Admiral_Ackbar/000019.jpg,hero
data/train/heros/Admiral_Ackbar/000015.jpg,hero
data/train/heros/Admiral_Ackbar/000031.jpg,hero
data/train/heros/Admiral_Ackbar/000022.jpg,hero
data/train/heros/Admiral_Ackbar/000033.jpg,hero
data/train/heros/Admiral_Ackbar/000048.jpg,hero
data/train/heros/Admiral_Ackbar/000020.jpg,hero
data/train/heros/Admiral_Ackbar/000029.jpg,hero
data/train/heros/Admiral_Ackbar/000008.jpg,hero
data/train/heros/Admiral_Ackbar/000040.jpg,hero
data/train/heros/Admiral_Ackbar/000023.jpg,hero
data/train/heros/Admiral_Ackbar/000026.jpg,hero
data/train/heros/Admiral_Ackbar/000002.jpg,hero
data/train/heros/Admiral_Ackbar/000035.jpg,hero
data/train/heros/Admiral_Ackbar/000047.jpg,hero
data/train/heros/Admiral_Ackbar/000045.jpg,hero
data/train/heros/Admiral_Ackbar/000018.jpg,hero
data/train/heros/Admiral_Ackbar/000034.jpg,hero
data/train/heros/Admiral_Ackbar/000004.jpg,hero
data/train/heros/Anakin_Skywalker/000033.jpg,hero
data/train/heros/Anakin_Skywalker/000009.jpg,hero
data/train/heros/Anakin_Skywalker/000025.jpg,hero
data/train/heros/Anakin_Skywalker/000072.jpg,hero
data/train/heros/Anakin_Skywalker/000089.jpg,hero
data/train/heros/Anakin_Skywalker/000019.jpg,hero
data/train/heros/Anakin_Skywalker/000015.jpg,hero
data/train/heros/Anakin_Skywalker/000049.jpg,hero
data/train/heros/Anakin_Skywalker/000042.jpg,hero
data/train/heros/Anakin_Skywalker/000027.jpg,hero
data/train/heros/Anakin_Skywalker/000036.jpg,hero
data/train/heros/Anakin_Skywalker/000016.jpg,hero
data/train/heros/Anakin_Skywalker/000084.jpg,hero
data/train/heros/Anakin_Skywalker/000090.jpg,hero
data/train/heros/Anakin_Skywalker/000074.jpg,hero
data/train/heros/Anakin_Skywalker/000066.jpg,hero
data/train/heros/Anakin_Skywalker/000022.jpg,hero
data/train/heros/Anakin_Skywalker/000070.jpg,hero
data/train/heros/Anakin_Skywalker/000044.jpg,hero
data/train/heros/Anakin_Skywalker/000075.jpg,hero
data/train/heros/Anakin_Skywalker/000046.jpg,hero
data/train/heros/Anakin_Skywalker/000031.jpg,hero
data/train/heros/Anakin_Skywalker/000047.jpg,hero
data/train/heros/Anakin_Skywalker/000020.jpg,hero
data/train/heros/Anakin_Skywalker/000055.jpg,hero
data/train/heros/Anakin_Skywalker/000028.jpg,hero
data/train/heros/Anakin_Skywalker/000054.jpg,hero
data/train/heros/Anakin_Skywalker/000035.jpg,hero
data/train/heros/Anakin_Skywalker/000073.jpg,hero
data/train/heros/Anakin_Skywalker/000078.jpg,hero
data/train/heros/Anakin_Skywalker/000043.jpg,hero
data/train/heros/Anakin_Skywalker/000083.jpg,hero
data/train/heros/Anakin_Skywalker/000085.jpg,hero
data/train/heros/Anakin_Skywalker/000086.jpg,hero
data/train/heros/Anakin_Skywalker/000052.jpg,hero
data/train/heros/Anakin_Skywalker/000013.jpg,hero
data/train/heros/Anakin_Skywalker/000007.jpg,hero
data/train/heros/Anakin_Skywalker/000034.jpg,hero
data/train/heros/Anakin_Skywalker/000060.jpg,hero
data/train/heros/Anakin_Skywalker/000032.jpg,hero
data/train/heros/Anakin_Skywalker/000088.jpg,hero
data/train/heros/Anakin_Skywalker/000037.jpg,hero
data/train/heros/Anakin_Skywalker/000030.jpg,hero
data/train/heros/Anakin_Skywalker/000012.jpg,hero
data/train/heros/Anakin_Skywalker/000064.jpg,hero
data/train/heros/Anakin_Skywalker/000091.jpg,hero
data/train/heros/Anakin_Skywalker/000067.jpg,hero
data/train/heros/Anakin_Skywalker/000005.jpg,hero
data/train/heros/Anakin_Skywalker/000006.jpg,hero
data/train/heros/Anakin_Skywalker/000065.jpg,hero
data/train/heros/Anakin_Skywalker/000023.jpg,hero
data/train/heros/Anakin_Skywalker/000092.jpg,hero
data/train/heros/Anakin_Skywalker/000002.jpg,hero
data/train/heros/Anakin_Skywalker/000053.jpg,hero
data/train/heros/Anakin_Skywalker/000040.jpg,hero
data/train/heros/Anakin_Skywalker/000003.jpg,hero
data/train/heros/Anakin_Skywalker/000038.jpg,hero
data/train/heros/Anakin_Skywalker/000076.jpg,hero
data/train/heros/Anakin_Skywalker/000029.jpg,hero
data/train/heros/Anakin_Skywalker/000026.jpg,hero
data/train/heros/Anakin_Skywalker/000059.jpg,hero
data/train/heros/Anakin_Skywalker/000062.jpg,hero
data/train/heros/Anakin_Skywalker/000010.jpg,hero
data/train/heros/Anakin_Skywalker/000087.jpg,hero
data/train/heros/Anakin_Skywalker/000050.jpg,hero
data/train/heros/Anakin_Skywalker/000063.jpg,hero
data/train/heros/Anakin_Skywalker/000069.jpg,hero
data/train/heros/Anakin_Skywalker/000057.jpg,hero
data/train/heros/Anakin_Skywalker/000041.jpg,hero
data/train/heros/Anakin_Skywalker/000017.jpg,hero
data/train/heros/Anakin_Skywalker/000082.jpg,hero
data/train/heros/Anakin_Skywalker/000061.jpg,hero
data/train/heros/Anakin_Skywalker/000008.jpg,hero
data/train/heros/Captain_Panaka/000011.jpg,hero
data/train/heros/Captain_Panaka/000039.jpg,hero
data/train/heros/Captain_Panaka/000045.jpg,hero
data/train/heros/Captain_Panaka/000036.jpg,hero
data/train/heros/Captain_Panaka/000028.jpg,hero
data/train/heros/Captain_Panaka/000002.jpg,hero
data/train/heros/Captain_Panaka/000044.jpg,hero
data/train/heros/Captain_Panaka/000042.jpg,hero
data/train/heros/Captain_Panaka/000001.jpg,hero
data/train/heros/Captain_Panaka/000040.jpg,hero
data/train/heros/Captain_Panaka/000024.jpg,hero
data/train/heros/Captain_Panaka/000051.jpg,hero
data/train/heros/Captain_Panaka/000020.jpg,hero
data/train/heros/Captain_Panaka/000022.jpg,hero
data/train/heros/Captain_Panaka/000043.jpg,hero
data/train/heros/Captain_Panaka/000048.jpg,hero
data/train/heros/Captain_Panaka/000055.jpg,hero
data/train/heros/Captain_Panaka/000041.jpg,hero
data/train/heros/Captain_Panaka/000012.jpg,hero
data/train/heros/Captain_Panaka/000008.jpg,hero
data/train/heros/Captain_Panaka/000013.jpg,hero
data/train/heros/Captain_Panaka/000058.jpg,hero
data/train/heros/Captain_Panaka/000031.jpg,hero
data/train/heros/Captain_Panaka/000054.jpg,hero
data/train/heros/Captain_Panaka/000010.jpg,hero
data/train/heros/Captain_Panaka/000004.jpg,hero
data/train/heros/Captain_Panaka/000005.jpg,hero
data/train/heros/Captain_Panaka/000029.jpg,hero
data/train/heros/Captain_Panaka/000057.jpg,hero
data/train/heros/Captain_Panaka/000050.jpg,hero
data/train/heros/Captain_Panaka/000047.jpg,hero
data/train/heros/Captain_Panaka/000026.jpg,hero
data/train/heros/Captain_Panaka/000034.jpg,hero
data/train/heros/Captain_Panaka/000059.jpg,hero
data/train/heros/Captain_Panaka/000061.jpg,hero
data/train/heros/Captain_Panaka/000056.jpg,hero
data/train/heros/Captain_Panaka/000038.jpg,hero
data/train/heros/Captain_Panaka/000009.jpg,hero
data/train/heros/Captain_Panaka/000006.jpg,hero
data/train/heros/Captain_Panaka/000003.jpg,hero
data/train/heros/Captain_Panaka/000018.jpg,hero
data/train/heros/Captain_Panaka/000025.jpg,hero
data/train/heros/Captain_Panaka/000007.jpg,hero
data/train/heros/Captain_Panaka/000027.jpg,hero
data/train/heros/Captain_Panaka/000014.jpg,hero
data/train/heros/Captain_Panaka/000030.jpg,hero
data/train/heros/Captain_Panaka/000060.jpg,hero
data/train/heros/Captain_Panaka/000023.jpg,hero
data/train/heros/Chewbacca/000032.jpg,hero
data/train/heros/Chewbacca/000020.jpg,hero
data/train/heros/Chewbacca/000051.jpg,hero
data/train/heros/Chewbacca/000003.jpg,hero
data/train/heros/Chewbacca/000052.jpg,hero
data/train/heros/Chewbacca/000053.jpg,hero
data/train/heros/Chewbacca/000029.jpg,hero
data/train/heros/Chewbacca/000055.jpg,hero
data/train/heros/Chewbacca/000028.jpg,hero
data/train/heros/Chewbacca/000040.jpg,hero
data/train/heros/Chewbacca/000027.jpg,hero
data/train/heros/Chewbacca/000031.jpg,hero
data/train/heros/Chewbacca/000030.jpg,hero
data/train/heros/Chewbacca/000033.jpg,hero
data/train/heros/Chewbacca/000015.jpg,hero
data/train/heros/Chewbacca/000047.jpg,hero
data/train/heros/Chewbacca/000054.jpg,hero
data/train/heros/Chewbacca/000002.jpg,hero
data/train/heros/Chewbacca/000025.jpg,hero
data/train/heros/Chewbacca/000004.jpg,hero
data/train/heros/Chewbacca/000049.jpg,hero
data/train/heros/Chewbacca/000001.jpg,hero
data/train/heros/Chewbacca/000017.jpg,hero
